original,std_col,created,reason,type,base_std,derived,grouping
,,True,,derived,"평일 총 이동 거리 합계: 4분위수, 75%_std","평일 총 이동 거리 합계: 4분위수, 75%_std_delta3m",month_mean
,,True,,derived,"평일 총 이동 거리 합계: 4분위수, 75%_std","평일 총 이동 거리 합계: 4분위수, 75%_std_trend12m",month_mean
,,True,,derived,휴일 총 이동 거리 미추정 인구수_std,휴일 총 이동 거리 미추정 인구수_std_delta3m,month_mean
,,True,,derived,휴일 총 이동 거리 미추정 인구수_std,휴일 총 이동 거리 미추정 인구수_std_trend12m,month_mean
,,True,,derived,휴일 총 이동 거리 합계_std,휴일 총 이동 거리 합계_std_delta3m,month_mean
,,True,,derived,휴일 총 이동 거리 합계_std,휴일 총 이동 거리 합계_std_trend12m,month_mean
,,True,,derived,"휴일 총 이동 거리 합계: 4분위수, 25%_std","휴일 총 이동 거리 합계: 4분위수, 25%_std_delta3m",month_mean
,,True,,derived,"휴일 총 이동 거리 합계: 4분위수, 25%_std","휴일 총 이동 거리 합계: 4분위수, 25%_std_trend12m",month_mean
,,True,,derived,"휴일 총 이동 거리 합계: 4분위수, 50%_std","휴일 총 이동 거리 합계: 4분위수, 50%_std_delta3m",month_mean
,,True,,derived,"휴일 총 이동 거리 합계: 4분위수, 50%_std","휴일 총 이동 거리 합계: 4분위수, 50%_std_trend12m",month_mean
,,True,,derived,"휴일 총 이동 거리 합계: 4분위수, 75%_std","휴일 총 이동 거리 합계: 4분위수, 75%_std_delta3m",month_mean
,,True,,derived,"휴일 총 이동 거리 합계: 4분위수, 75%_std","휴일 총 이동 거리 합계: 4분위수, 75%_std_trend12m",month_mean
,,True,,derived,지하철 이용 미추정 인구수_std,지하철 이용 미추정 인구수_std_delta3m,month_mean
,,True,,derived,지하철 이용 미추정 인구수_std,지하철 이용 미추정 인구수_std_trend12m,month_mean
,,True,,derived,지하철이동일수 합계_std,지하철이동일수 합계_std_delta3m,month_mean
,,True,,derived,지하철이동일수 합계_std,지하철이동일수 합계_std_trend12m,month_mean
,,True,,derived,"지하철이동일수 합계: 4분위수, 25%_std","지하철이동일수 합계: 4분위수, 25%_std_delta3m",month_mean
,,True,,derived,"지하철이동일수 합계: 4분위수, 25%_std","지하철이동일수 합계: 4분위수, 25%_std_trend12m",month_mean
,,True,,derived,"지하철이동일수 합계: 4분위수, 50%_std","지하철이동일수 합계: 4분위수, 50%_std_delta3m",month_mean
,,True,,derived,"지하철이동일수 합계: 4분위수, 50%_std","지하철이동일수 합계: 4분위수, 50%_std_trend12m",month_mean
,,True,,derived,"지하철이동일수 합계: 4분위수, 75%_std","지하철이동일수 합계: 4분위수, 75%_std_delta3m",month_mean
,,True,,derived,"지하철이동일수 합계: 4분위수, 75%_std","지하철이동일수 합계: 4분위수, 75%_std_trend12m",month_mean
,,True,,derived,게임 서비스 사용 미추정 인구수_std,게임 서비스 사용 미추정 인구수_std_delta3m,month_mean
,,True,,derived,게임 서비스 사용 미추정 인구수_std,게임 서비스 사용 미추정 인구수_std_trend12m,month_mean
,,True,,derived,게임 서비스 사용일수_std,게임 서비스 사용일수_std_delta3m,month_mean
,,True,,derived,게임 서비스 사용일수_std,게임 서비스 사용일수_std_trend12m,month_mean
,,True,,derived,"게임 서비스 사용일수: 4분위수, 25%_std","게임 서비스 사용일수: 4분위수, 25%_std_delta3m",month_mean
,,True,,derived,"게임 서비스 사용일수: 4분위수, 25%_std","게임 서비스 사용일수: 4분위수, 25%_std_trend12m",month_mean
,,True,,derived,"게임 서비스 사용일수: 4분위수, 50%_std","게임 서비스 사용일수: 4분위수, 50%_std_delta3m",month_mean
,,True,,derived,"게임 서비스 사용일수: 4분위수, 50%_std","게임 서비스 사용일수: 4분위수, 50%_std_trend12m",month_mean
,,True,,derived,"게임 서비스 사용일수: 4분위수, 75%_std","게임 서비스 사용일수: 4분위수, 75%_std_delta3m",month_mean
,,True,,derived,"게임 서비스 사용일수: 4분위수, 75%_std","게임 서비스 사용일수: 4분위수, 75%_std_trend12m",month_mean
,,True,,derived,금융 서비스 사용 미추정 인구수_std,금융 서비스 사용 미추정 인구수_std_delta3m,month_mean
,,True,,derived,금융 서비스 사용 미추정 인구수_std,금융 서비스 사용 미추정 인구수_std_trend12m,month_mean
,,True,,derived,금융 서비스 사용일수_std,금융 서비스 사용일수_std_delta3m,month_mean
,,True,,derived,금융 서비스 사용일수_std,금융 서비스 사용일수_std_trend12m,month_mean
,,True,,derived,"금융 서비스 사용일수: 4분위수, 25%_std","금융 서비스 사용일수: 4분위수, 25%_std_delta3m",month_mean
,,True,,derived,"금융 서비스 사용일수: 4분위수, 25%_std","금융 서비스 사용일수: 4분위수, 25%_std_trend12m",month_mean
,,True,,derived,"금융 서비스 사용일수: 4분위수, 50%_std","금융 서비스 사용일수: 4분위수, 50%_std_delta3m",month_mean
,,True,,derived,"금융 서비스 사용일수: 4분위수, 50%_std","금융 서비스 사용일수: 4분위수, 50%_std_trend12m",month_mean
,,True,,derived,"금융 서비스 사용일수: 4분위수, 75%_std","금융 서비스 사용일수: 4분위수, 75%_std_delta3m",month_mean
,,True,,derived,"금융 서비스 사용일수: 4분위수, 75%_std","금융 서비스 사용일수: 4분위수, 75%_std_trend12m",month_mean
,,True,,derived,쇼핑 서비스 사용 미추정 인구수_std,쇼핑 서비스 사용 미추정 인구수_std_delta3m,month_mean
,,True,,derived,쇼핑 서비스 사용 미추정 인구수_std,쇼핑 서비스 사용 미추정 인구수_std_trend12m,month_mean
,,True,,derived,쇼핑 서비스 사용일수_std,쇼핑 서비스 사용일수_std_delta3m,month_mean
,,True,,derived,쇼핑 서비스 사용일수_std,쇼핑 서비스 사용일수_std_trend12m,month_mean
,,True,,derived,"쇼핑 서비스 사용일수: 4분위수, 25%_std","쇼핑 서비스 사용일수: 4분위수, 25%_std_delta3m",month_mean
,,True,,derived,"쇼핑 서비스 사용일수: 4분위수, 25%_std","쇼핑 서비스 사용일수: 4분위수, 25%_std_trend12m",month_mean
,,True,,derived,"쇼핑 서비스 사용일수: 4분위수, 50%_std","쇼핑 서비스 사용일수: 4분위수, 50%_std_delta3m",month_mean
,,True,,derived,"쇼핑 서비스 사용일수: 4분위수, 50%_std","쇼핑 서비스 사용일수: 4분위수, 50%_std_trend12m",month_mean
,,True,,derived,"쇼핑 서비스 사용일수: 4분위수, 75%_std","쇼핑 서비스 사용일수: 4분위수, 75%_std_delta3m",month_mean
,,True,,derived,"쇼핑 서비스 사용일수: 4분위수, 75%_std","쇼핑 서비스 사용일수: 4분위수, 75%_std_trend12m",month_mean
,,True,,derived,동영상/방송 서비스 사용 미추정 인구수_std,동영상/방송 서비스 사용 미추정 인구수_std_delta3m,month_mean
,,True,,derived,동영상/방송 서비스 사용 미추정 인구수_std,동영상/방송 서비스 사용 미추정 인구수_std_trend12m,month_mean
,,True,,derived,동영상/방송 서비스 사용일수_std,동영상/방송 서비스 사용일수_std_delta3m,month_mean
,,True,,derived,동영상/방송 서비스 사용일수_std,동영상/방송 서비스 사용일수_std_trend12m,month_mean
,,True,,derived,"동영상/방송 서비스 사용일수: 4분위수, 25%_std","동영상/방송 서비스 사용일수: 4분위수, 25%_std_delta3m",month_mean
,,True,,derived,"동영상/방송 서비스 사용일수: 4분위수, 25%_std","동영상/방송 서비스 사용일수: 4분위수, 25%_std_trend12m",month_mean
,,True,,derived,"동영상/방송 서비스 사용일수: 4분위수, 50%_std","동영상/방송 서비스 사용일수: 4분위수, 50%_std_delta3m",month_mean
,,True,,derived,"동영상/방송 서비스 사용일수: 4분위수, 50%_std","동영상/방송 서비스 사용일수: 4분위수, 50%_std_trend12m",month_mean
,,True,,derived,"동영상/방송 서비스 사용일수: 4분위수, 75%_std","동영상/방송 서비스 사용일수: 4분위수, 75%_std_delta3m",month_mean
,,True,,derived,"동영상/방송 서비스 사용일수: 4분위수, 75%_std","동영상/방송 서비스 사용일수: 4분위수, 75%_std_trend12m",month_mean
,,True,,derived,유튜브 사용 미추정 인구수_std,유튜브 사용 미추정 인구수_std_delta3m,month_mean
,,True,,derived,유튜브 사용 미추정 인구수_std,유튜브 사용 미추정 인구수_std_trend12m,month_mean
,,True,,derived,유튜브 사용일수_std,유튜브 사용일수_std_delta3m,month_mean
,,True,,derived,유튜브 사용일수_std,유튜브 사용일수_std_trend12m,month_mean
,,True,,derived,"유튜브 사용일수: 4분위수, 25%_std","유튜브 사용일수: 4분위수, 25%_std_delta3m",month_mean
,,True,,derived,"유튜브 사용일수: 4분위수, 25%_std","유튜브 사용일수: 4분위수, 25%_std_trend12m",month_mean
,,True,,derived,"유튜브 사용일수: 4분위수, 50%_std","유튜브 사용일수: 4분위수, 50%_std_delta3m",month_mean
,,True,,derived,"유튜브 사용일수: 4분위수, 50%_std","유튜브 사용일수: 4분위수, 50%_std_trend12m",month_mean
,,True,,derived,"유튜브 사용일수: 4분위수, 75%_std","유튜브 사용일수: 4분위수, 75%_std_delta3m",month_mean
,,True,,derived,"유튜브 사용일수: 4분위수, 75%_std","유튜브 사용일수: 4분위수, 75%_std_trend12m",month_mean
,,True,,derived,넷플릭스 사용 미추정 인구수_std,넷플릭스 사용 미추정 인구수_std_delta3m,month_mean
,,True,,derived,넷플릭스 사용 미추정 인구수_std,넷플릭스 사용 미추정 인구수_std_trend12m,month_mean
,,True,,derived,넷플릭스 사용일수_std,넷플릭스 사용일수_std_delta3m,month_mean
,,True,,derived,넷플릭스 사용일수_std,넷플릭스 사용일수_std_trend12m,month_mean
,,True,,derived,"넷플릭스 사용일수: 4분위수, 25%_std","넷플릭스 사용일수: 4분위수, 25%_std_delta3m",month_mean
,,True,,derived,"넷플릭스 사용일수: 4분위수, 25%_std","넷플릭스 사용일수: 4분위수, 25%_std_trend12m",month_mean
,,True,,derived,"넷플릭스 사용일수: 4분위수, 50%_std","넷플릭스 사용일수: 4분위수, 50%_std_delta3m",month_mean
,,True,,derived,"넷플릭스 사용일수: 4분위수, 50%_std","넷플릭스 사용일수: 4분위수, 50%_std_trend12m",month_mean
,,True,,derived,"넷플릭스 사용일수: 4분위수, 75%_std","넷플릭스 사용일수: 4분위수, 75%_std_delta3m",month_mean
,,True,,derived,"넷플릭스 사용일수: 4분위수, 75%_std","넷플릭스 사용일수: 4분위수, 75%_std_trend12m",month_mean
,,True,,derived,배달 서비스 사용 미추정 인구수_std,배달 서비스 사용 미추정 인구수_std_delta3m,month_mean
,,True,,derived,배달 서비스 사용 미추정 인구수_std,배달 서비스 사용 미추정 인구수_std_trend12m,month_mean
,,True,,derived,배달 서비스 사용일수_std,배달 서비스 사용일수_std_delta3m,month_mean
,,True,,derived,배달 서비스 사용일수_std,배달 서비스 사용일수_std_trend12m,month_mean
,,True,,derived,"배달 서비스 사용일수: 4분위수, 25%_std","배달 서비스 사용일수: 4분위수, 25%_std_delta3m",month_mean
,,True,,derived,"배달 서비스 사용일수: 4분위수, 25%_std","배달 서비스 사용일수: 4분위수, 25%_std_trend12m",month_mean
,,True,,derived,"배달 서비스 사용일수: 4분위수, 50%_std","배달 서비스 사용일수: 4분위수, 50%_std_delta3m",month_mean
,,True,,derived,"배달 서비스 사용일수: 4분위수, 50%_std","배달 서비스 사용일수: 4분위수, 50%_std_trend12m",month_mean
,,True,,derived,"배달 서비스 사용일수: 4분위수, 75%_std","배달 서비스 사용일수: 4분위수, 75%_std_delta3m",month_mean
,,True,,derived,"배달 서비스 사용일수: 4분위수, 75%_std","배달 서비스 사용일수: 4분위수, 75%_std_trend12m",month_mean
,,True,,derived,배달_브랜드 서비스 사용 미추정 인구수_std,배달_브랜드 서비스 사용 미추정 인구수_std_delta3m,month_mean
,,True,,derived,배달_브랜드 서비스 사용 미추정 인구수_std,배달_브랜드 서비스 사용 미추정 인구수_std_trend12m,month_mean
,,True,,derived,배달_브랜드 서비스 사용일수_std,배달_브랜드 서비스 사용일수_std_delta3m,month_mean
,,True,,derived,배달_브랜드 서비스 사용일수_std,배달_브랜드 서비스 사용일수_std_trend12m,month_mean
,,True,,derived,"배달_브랜드 서비스 사용일수: 4분위수, 25%_std","배달_브랜드 서비스 사용일수: 4분위수, 25%_std_delta3m",month_mean
,,True,,derived,"배달_브랜드 서비스 사용일수: 4분위수, 25%_std","배달_브랜드 서비스 사용일수: 4분위수, 25%_std_trend12m",month_mean
,,True,,derived,"배달_브랜드 서비스 사용일수: 4분위수, 50%_std","배달_브랜드 서비스 사용일수: 4분위수, 50%_std_delta3m",month_mean
,,True,,derived,"배달_브랜드 서비스 사용일수: 4분위수, 50%_std","배달_브랜드 서비스 사용일수: 4분위수, 50%_std_trend12m",month_mean
,,True,,derived,"배달_브랜드 서비스 사용일수: 4분위수, 75%_std","배달_브랜드 서비스 사용일수: 4분위수, 75%_std_delta3m",month_mean
,,True,,derived,"배달_브랜드 서비스 사용일수: 4분위수, 75%_std","배달_브랜드 서비스 사용일수: 4분위수, 75%_std_trend12m",month_mean
,,True,,derived,배달_식재료 서비스 사용 미추정 인구수_std,배달_식재료 서비스 사용 미추정 인구수_std_delta3m,month_mean
,,True,,derived,배달_식재료 서비스 사용 미추정 인구수_std,배달_식재료 서비스 사용 미추정 인구수_std_trend12m,month_mean
,,True,,derived,배달_식재료 서비스 사용일수_std,배달_식재료 서비스 사용일수_std_delta3m,month_mean
,,True,,derived,배달_식재료 서비스 사용일수_std,배달_식재료 서비스 사용일수_std_trend12m,month_mean
,,True,,derived,"배달_식재료 서비스 사용일수: 4분위수, 25%_std","배달_식재료 서비스 사용일수: 4분위수, 25%_std_delta3m",month_mean
,,True,,derived,"배달_식재료 서비스 사용일수: 4분위수, 25%_std","배달_식재료 서비스 사용일수: 4분위수, 25%_std_trend12m",month_mean
,,True,,derived,"배달_식재료 서비스 사용일수: 4분위수, 50%_std","배달_식재료 서비스 사용일수: 4분위수, 50%_std_delta3m",month_mean
,,True,,derived,"배달_식재료 서비스 사용일수: 4분위수, 50%_std","배달_식재료 서비스 사용일수: 4분위수, 50%_std_trend12m",month_mean
,,True,,derived,"배달_식재료 서비스 사용일수: 4분위수, 75%_std","배달_식재료 서비스 사용일수: 4분위수, 75%_std_delta3m",month_mean
,,True,,derived,"배달_식재료 서비스 사용일수: 4분위수, 75%_std","배달_식재료 서비스 사용일수: 4분위수, 75%_std_trend12m",month_mean
,,True,,derived,총인구_std,총인구_std_delta3m,month_mean
,,True,,derived,총인구_std,총인구_std_trend12m,month_mean
,,True,,derived,persona_p0_std,persona_p0_std_delta3m,month_mean
,,True,,derived,persona_p0_std,persona_p0_std_trend12m,month_mean
,,True,,derived,persona_p1_std,persona_p1_std_delta3m,month_mean
,,True,,derived,persona_p1_std,persona_p1_std_trend12m,month_mean
,,True,,derived,persona_p2_std,persona_p2_std_delta3m,month_mean
,,True,,derived,persona_p2_std,persona_p2_std_trend12m,month_mean
,,True,,derived,persona_label_std,persona_label_std_delta3m,month_mean
,,True,,derived,persona_label_std,persona_label_std_trend12m,month_mean
,,True,,derived,persona_conf_std,persona_conf_std_delta3m,month_mean
,,True,,derived,persona_conf_std,persona_conf_std_trend12m,month_mean
,,True,,derived,proba_LBL_LIVELIHOOD_std,proba_LBL_LIVELIHOOD_std_delta3m,month_mean
,,True,,derived,proba_LBL_LIVELIHOOD_std,proba_LBL_LIVELIHOOD_std_trend12m,month_mean
,,True,,derived,proba_LBL_CARE_std,proba_LBL_CARE_std_delta3m,month_mean
,,True,,derived,proba_LBL_CARE_std,proba_LBL_CARE_std_trend12m,month_mean
,,True,,derived,proba_LBL_HEALTH_MENTAL_DELTA_std,proba_LBL_HEALTH_MENTAL_DELTA_std_delta3m,month_mean
,,True,,derived,proba_LBL_HEALTH_MENTAL_DELTA_std,proba_LBL_HEALTH_MENTAL_DELTA_std_trend12m,month_mean
,,True,,derived,proba_LBL_DAILY_LONGTERM_std,proba_LBL_DAILY_LONGTERM_std_delta3m,month_mean
,,True,,derived,proba_LBL_DAILY_LONGTERM_std,proba_LBL_DAILY_LONGTERM_std_trend12m,month_mean
,,True,,derived,proba_LBL_HOUSING_std,proba_LBL_HOUSING_std_delta3m,month_mean
,,True,,derived,proba_LBL_HOUSING_std,proba_LBL_HOUSING_std_trend12m,month_mean
,,True,,derived,proba_LBL_EMPLOYMENT_std,proba_LBL_EMPLOYMENT_std_delta3m,month_mean
,,True,,derived,proba_LBL_EMPLOYMENT_std,proba_LBL_EMPLOYMENT_std_trend12m,month_mean
,,True,,derived,proba_LBL_ISOLATION_std,proba_LBL_ISOLATION_std_delta3m,month_mean
,,True,,derived,proba_LBL_ISOLATION_std,proba_LBL_ISOLATION_std_trend12m,month_mean
,,True,,derived,pred_LBL_LIVELIHOOD_std,pred_LBL_LIVELIHOOD_std_delta3m,month_mean
,,True,,derived,pred_LBL_LIVELIHOOD_std,pred_LBL_LIVELIHOOD_std_trend12m,month_mean
,,True,,derived,pred_LBL_CARE_std,pred_LBL_CARE_std_delta3m,month_mean
,,True,,derived,pred_LBL_CARE_std,pred_LBL_CARE_std_trend12m,month_mean
,,True,,derived,pred_LBL_HEALTH_MENTAL_DELTA_std,pred_LBL_HEALTH_MENTAL_DELTA_std_delta3m,month_mean
,,True,,derived,pred_LBL_HEALTH_MENTAL_DELTA_std,pred_LBL_HEALTH_MENTAL_DELTA_std_trend12m,month_mean
,,True,,derived,pred_LBL_DAILY_LONGTERM_std,pred_LBL_DAILY_LONGTERM_std_delta3m,month_mean
,,True,,derived,pred_LBL_DAILY_LONGTERM_std,pred_LBL_DAILY_LONGTERM_std_trend12m,month_mean
,,True,,derived,pred_LBL_HOUSING_std,pred_LBL_HOUSING_std_delta3m,month_mean
,,True,,derived,pred_LBL_HOUSING_std,pred_LBL_HOUSING_std_trend12m,month_mean
,,True,,derived,pred_LBL_EMPLOYMENT_std,pred_LBL_EMPLOYMENT_std_delta3m,month_mean
,,True,,derived,pred_LBL_EMPLOYMENT_std,pred_LBL_EMPLOYMENT_std_trend12m,month_mean
,,True,,derived,pred_LBL_ISOLATION_std,pred_LBL_ISOLATION_std_delta3m,month_mean
,,True,,derived,pred_LBL_ISOLATION_std,pred_LBL_ISOLATION_std_trend12m,month_mean
